cpv_code,name,description
32340000,Mikrofoni i zvučnici,Microphones and loudspeakers
14523000,"Srodni minerali, plemeniti metali i proizvodi s njima u vezi","Related minerals, precious metals and associated products"
18235300,Majice,Sweatshirts
72212217,Usluge izrade softvera za obradu transakcija,Transaction-processing software development services
24454000,Sredstva za regulisanje rasta biljaka,Plant-growth regulators
51310000,"Usluge instaliranja radijske, televizijske, zvučne i video opreme","Installation services of radio, television, sound and video equipment"
66131100,Usluge penzionih ulaganja,Pension investment services
45262520,Zidanje opekom,Bricklaying work
73100000,Usluge u oblasti istraživanja i eksperimentalnog razvoja,Research and experimental development services
33186000,Jedinica za vantelesni krvotok,Extracorporeal circulatory unit
03142300,Jestivi proizvodi životinjskog porekla,Edible products of animal origin
33134000,Endodontski pribor,Endodontics accessories
33141640,Drenovi,Drain
42959000,"Mašine za pranje sudova, izuzev za domaćinstvo",Non-domestic dishwashing machines
77231800,Usluge upravljanja šumskim rasadnicima,Forest nursery management services
39831240,Jedinjenja za čišćenje,Cleaning compounds
45252120,Radovi na izgradnji postrojenja za preradu vode,Water-treatment plant construction work
85312320,Usluge savetovanja,Counselling services
14200000,Pesak i glina,Sand and clay
38115100,Oprema za radarski nadzor,Radar surveillance equipment
42141800,Zglobne spojnice,Universal joints
72910000,Usluge računarskog sigurnosnog kopiranja (bekap),Computer back-up services
24313122,Ferisulfat,Ferric sulphate
92340000,Usluge plesa i zabavnih predstava,Dance and performance entertainment services
33112100,Uređaj za ispitivanje srca ultrazvukom,Ultrasonic heart detector
31514000,Sijalice sa pražnjenjem,Discharge lamps
79342300,Korisničke usluge,Customer services
30192800,Samolepljive etikete,Self-adhesive labels
30211200,Centralni (mejnfrejm) hardver,Mainframe hardware
79930000,Usluge specijalnog dizajniranja,Specialty design services
79418000,Usluge savetovanja u oblasti javnih nabavki,Procurement consultancy services
42994220,Pribor za laminaciju,Lamination accessories
18140000,Dodaci uz radnu odeću,Workwear accessories
44212000,"Konstrukcioni proizvodi i delovi, izuzev montažnih zgrada",Structural products and parts except prefabricated buildings
32354100,Film za radiološko snimanje,Radiology film
64112000,Poštanske usluge u vezi sa pismima,Postal services related to letters
98341120,Usluge portira,Portering services
33157100,Medicinske gasne maske,Medical gas masks
15113000,Svinjetina,Pork
45233128,Radovi na izgradnji kružnih tokova,Roundabout construction work
45213221,Radovi na izgradnji skladišnih prostora,Warehouse stores construction work
39510000,Tekstilni proizvodi za domaćinstvo,Textile household articles
38519660,Prekrivači za mikroskope,Microscope covers
98336000,"Usluge treniranja, vežbanja i aerobika","Training, workout or aerobic services"
43262000,Mašine za vršenje iskopa,Excavating machinery
24113200,Komprimovani vazduh,Compressed air
48100000,Programski paketi za industriju,Industry specific software package
45233150,Radovi na usporavanju saobraćaja,Traffic-calming works
15711000,Hrana za ribe,Fish food
32423000,Mrežna čvorišta (habovi),Network hubs
30142000,Mašine za računovodstvo i registar kase,Accounting machines and cash registers
72253100,Usluge službe za pomoć korisnicima,Helpdesk services
34111200,Limuzine,Saloon cars
90480000,Usluge upravljanja kanalizacijom,Sewerage management services
39713400,Aparati za održavanje poda,Floor-maintenance machines
44115500,Sistemi prskalica,Sprinkler systems
77211600,Sađenje drveća,Tree seeding
03411000,Četinarsko drvo,Coniferous wood
48312000,Programski paket za elektronsko izdavaštvo,Electronic publishing software package
42520000,Ventilaciona oprema,Ventilation equipment
45212000,"Radovi na izgradnji zgrada za rekreativne aktivnosti, sport, kulturu, smeštaj i ugostiteljstvo","Construction work for buildings relating to leisure, sports, culture, lodging and restaurants"
72720000,Usluge mreža za široko područje (WAN),Wide area network services
44311000,Upletena žica,Stranded wire
34600000,Železničke i tramvajske lokomotive i šinska vozila i pripadajući delovi,Railway and tramway locomotives and rolling stock and associated parts
77311000,Usluge održavanja ukrasnih bašti i parkova,Ornamental and pleasure gardens maintenance services
50116510,Usluge protektiranja guma,Tyre-remoulding services
30199200,"Koverte, pisma-koverte i dopisnice","Envelopes, letter cards and plain postcards"
33112340,Ehokardiograf,Echocardiographs
22114310,Katastarske mape,Cadastral maps
30234300,Kompakt diskovi (CD),Compact disks (CDs)
90513300,Usluge spaljivanja otpada,Refuse incineration services
72212412,Usluge izrade softvera za pripremu poreske prijave,Tax preparation software development services
22211100,Službene novine,Official journals
14311100,Prirodni kalcijum,Natural calcium
44612000,Posude za tečni gas,Liquefied-gas containers
77211200,Prevoz trupaca unutar šume,Transport of logs within the forest
03321100,Goveda,Bovine cattle
44113700,Materijali za popravljanje puteva,Road-repair materials
98312000,Usluge čišćenja tekstila,Textile-cleaning services
45111240,Radovi na drenaži terena,Ground-drainage work
79622000,Usluge obezbeđenja osoblja za pomoć u domaćinstvu,Supply services of domestic help personnel
44162500,Cevni sistemi za pitku vodu,Drinking-water piping
44113910,Materijali za zimsku službu na putevima,Winter-maintenance materials
37451900,Lopte za rukomet,Handballs
42131160,Hidranti,Hydrants
92610000,Usluge upravljanja sportskim objektima,Sports facilities operation services
15994000,Cigaret hartija i filter  hartija,Cigarette paper and filter paper
45111214,Radovi na raščišćavanju gradilišta posle miniranja,Blast-clearing work
66515100,Usluge osiguranja od požara,Fire insurance services
85110000,Bolničke i sa njima povezane usluge,Hospital and related services
38652120,Video projektori,Video projectors
39541140,Upleteni materijal,Twine
15510000,Mleko i pavlaka,Milk and cream
71351000,"Geološke, geofizičke i druge naučne istraživačke usluge","Geological, geophysical and other scientific prospecting services"
30192151,Žigovi i pečati,Sealing stamps
70220000,Usluge davanja drugih nekretnina osim stambenih u zakup ili na lizing,Non-residential property renting or leasing services
80531000,Usluge industrijske i tehničke obuke,Industrial and technical training services
33141121,Pribor za hirurško ušivanje,Surgical sutures
33135000,Ortodontski uređaji,Orthodontic devices
45252125,Radovi na nasipanju kamenom,Rock-dumping work
03117100,Biljke koje se koriste u proizvodnji parfema ili u farmaceutskoj industriji ili za insekticide i slične svrhe,"Plants used in perfumery or pharmacy, or for insecticidal or similar purposes"
15870000,Začini i začinska sredstva,Condiments and seasonings
39137000,Omekšivači vode,Water softeners
34928472,Putokazi,Sign posts
42924740,Aparati za čišćenje pod visokim pritiskom,High-pressure cleaning apparatus
65310000,Distribucija električne energije,Electricity distribution
24452000,Insekticidi,Insecticides
45252210,Radovi na izgradnji postrojenja za prečišćavanje vode,Water purification plant construction work
42511000,Izmenjivači toplote i mašine  za pretvaranje vazduha ili drugih gasova u tečnost,Heat-exchange units and machinery for liquefying air or other gases
32323400,Oprema za reprodukciju video sadržaja,Video-playback equipment
79110000,Pravni saveti i zastupanje,Legal advisory and representation services
03452000,Drveće,Trees
64122000,Unutrašnje kancelarijske poštanske i dostavljačke usluge,Internal office mail and messenger services
15119300,Divljač,Game
39151100,Štandovi,Racking
09122100,Propan gas,Propane gas
45317300,Elektroinstalaterski radovi na električnim aparatima za distribuciju,Electrical installation work of electrical distribution apparatus
45343200,Radovi na instalaciji opreme za zaštitu od požara,Firefighting equipment installation work
03450000,Proizvodi rasadnika za drveće,Tree-nursery products
09134100,Dizel ulje,Diesel oil
33186100,Oksigenerator,Oxygenator
33681000,"Cucle, veštačke bradavice i slični proizvodi za bebe","Teats, nipple shields and similar articles for babies"
39221123,Čaše za piće,Drinking glasses
63712710,Usluge praćenja saobraćaja,Traffic monitoring services
33965000,Korita ili pribor za balzamovanje,Embalming sinks or accessories
33110000,"Oprema za vizualizaciju namenjena medicini, zubarstvu i veterini","Imaging equipment for medical, dental and veterinary use"
71351220,Savetodavne usluge u oblasti geologije,Geological consultancy services
33650000,"Opšta antiinfekcijska sredstva za sistemsku primenu, vakcine, antineoplastična sredstva i imunomodulatori","General anti-infectives for systemic use, vaccines, antineoplastic and immunodulating agents"
45247270,Radovi na izgradnji rezervoara,Reservoir construction works
75110000,Opšte usluge javnih službi,General public services
45234121,Radovi na tramvajskoj pruzi,Tramway works
09340000,Nuklearna goriva,Nuclear fuels
15555100,Sladoled,Ice cream
31214500,Električne razvodne table,Electric switchboards
15131200,"Sušeno, usoljeno, dimljeno ili začinjeno meso","Dried, salted, smoked or seasoned meat"
24954100,Novi aktivni ugalj,New activated carbon
31682300,Srednjenaponska oprema,Medium-voltage equipment
31213200,Distributivni transformatori,Distribution transformers
45232200,Pomoćni radovi za elektroenergetske vodove,Ancillary works for electricity power lines
48612000,Sistem za upravljanja bazama podataka,Database-management system
34430000,Bicikli,Bicycles
39225600,Sveće,Candles
45432112,Popločavanje,Laying of paving
50240000,"Usluge popravke, održavanja i srodne usluge u vezi sa pomorskim prevozom i drugom opremom","Repair, maintenance and associated services related to marine and other equipment"
42124221,Delovi hidrauličnih agregata,Parts of hydraulic power packs
15811200,Kifle,Rolls
45230000,"Radovi na izgradnji cevovoda, komunikacionih i elektroenergetskih vodova, autoputeva, puteva, avionskih pista i železničkih pruga; završni radovi","Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork"
45215213,Radovi na izgradnji domova za staranje o starim i bolesnim licima,Nursing home construction work
42999000,"Usisivači i uređaji za glačanje podova, izuzev za domaćinstvo",Non-domestic vacuum cleaners and floor polishers
24600000,Eksplozivi,Explosives
43132300,Burgije,Drills
45252126,Radovi na izgradnji postrojenja za preradu pijaće vode,Drinking-water treatment plant construction work
42960000,"Upravljački i kontrolni sistemi, štamparska i grafička oprema, oprema za automatizaciju kancelarijskog poslovanja i oprema za obradu podataka","Command and control system, printing, graphics, office automation and information-processing equipment"
34620000,Železnička šinska vozila,Rolling stock
51541100,Usluge instaliranja rudarskih mašina,Installation services of mining machinery
71321200,Usluge u vezi sa projektovanjem sistema grejanja,Heating-system design services
48611000,Programski paket za baze podataka,Database software package
34224000,"Delovi za prikolice, poluprikolice i druga vozila","Parts of trailers, semi-trailers and other vehicles"
45262400,Izrada čelične konstrukcije,Structural steel erection work
33138100,Veštačke vilice,Dentures
34513750,Laka plovila,Light vessels
09344000,Radioizotopi,Radio-isotopes
42131130,Regulatori temperature,Temperature regulators
63726500,Usluge raspreme plovila,Vessel laying-up services
38600000,Optički instrumenti,Optical instruments
72253000,Usluge službe za pomoć korisnicima i podršku,Helpdesk and support services
51540000,Usluge instaliranja mašina i opreme za posebne namene,Installation services of special-purpose machinery and equipment
37412260,Ronilačka odela,Wetsuits
79311400,Usluge ekonomskog istraživanja,Economic research services
51313000,Usluge instaliranja zvučne opreme,Installation services of sound equipment
